"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description","X1","X2","X3","X4","X5","X6","X7","coef_abs"
"18","P108.PWY","Genotype","MUT",-0.0561134594292477,0.0230103817762029,87,0,0.0168765669676278,0.175688184058116,"pyruvate fermentation to propanoate I","Energy-Metabolism","Fermentation","Pyruvate-Degradation","Energy-Metabolism","Fermentation","Pyruvate-Degradation","Energy-Metabolism",0.0561134594292477
"19","PANTO.PWY","Genotype","MUT",-0.0504019597946456,0.0197735838298793,87,0,0.01264524329125,0.165721976285932,"phosphopantothenate biosynthesis I","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Pantothenate-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis",0.0504019597946456
"20","PANTOSYN.PWY","Genotype","MUT",-0.0408693030558657,0.0138112061248682,87,0,0.0040191437925919,0.0959511447374706,"pantothenate and coenzyme A biosynthesis I","Biosynthesis","Cofactor-Biosynthesis","CoA-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","CoA-Biosynthesis","Biosynthesis",0.0408693030558657
"21","PANTOSYN.PWY","Genotype","MUT",-0.0408693030558657,0.0138112061248682,87,0,0.0040191437925919,0.0959511447374706,"pantothenate and coenzyme A biosynthesis I","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Biosynthesis",0.0408693030558657
"22","PANTOSYN.PWY","Genotype","MUT",-0.0408693030558657,0.0138112061248682,87,0,0.0040191437925919,0.0959511447374706,"pantothenate and coenzyme A biosynthesis I","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0408693030558657
"23","PWY.1269","Genotype","MUT",-0.0604447431718482,0.0282716794597637,87,0,0.0354577874066743,0.229011336772142,"CMP-3-deoxy-D-manno-octulosonate biosynthesis I","Biosynthesis","Carbohydrates-Biosynthesis","CARBO-BIOSYNTHESIS","SUGAR-NUCLEOTIDES","CMP-Sugar-Biosynthesis","Biosynthesis","Carbohydrates-Biosynthesis",0.0604447431718482
"24","PWY.1269","Genotype","MUT",-0.0604447431718482,0.0282716794597637,87,0,0.0354577874066743,0.229011336772142,"CMP-3-deoxy-D-manno-octulosonate biosynthesis I","Biosynthesis","Carbohydrates-Biosynthesis","Polysaccharides-Biosynthesis","CMP-KDO-Biosynthesis","Biosynthesis","Carbohydrates-Biosynthesis","Polysaccharides-Biosynthesis",0.0604447431718482
"25","PWY.5384","Genotype","MUT",-0.13184149538626,0.0499357731600056,87,0,0.00989589538279858,0.141667554953748,"sucrose degradation IV (sucrose phosphorylase)","Degradation","Carbohydrates-Degradation","Sugars-And-Polysaccharides-Degradation","SUCROSE-DEG","Degradation","Carbohydrates-Degradation","Sugars-And-Polysaccharides-Degradation",0.13184149538626
"26","PWY.5913","Genotype","MUT",-0.0810562538126994,0.0385286217904754,87,0,0.0384231874862743,0.232246822139258,"TCA cycle VI (obligate autotrophs)","Energy-Metabolism","TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS","Energy-Metabolism",0.0810562538126994
"27","PWY.5971","Genotype","MUT",0.326976234374516,0.137018318319789,87,0,0.0192903938785745,0.175688184058116,"palmitate biosynthesis II (bacteria and plants)","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Palmitate-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis",0.326976234374516
"28","PWY.5973","Genotype","MUT",0.0227374265959047,0.0102967102225123,87,0,0.02998662897267,0.207365163065243,"cis-vaccenate biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis",0.0227374265959047
"29","PWY.5989","Genotype","MUT",0.3310964705431,0.14018013750564,87,0,0.0205211898693053,0.175688184058116,"stearate biosynthesis II (bacteria and plants)","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Stearate-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis",0.3310964705431
"30","PWY.6123","Genotype","MUT",0.0190385373850168,0.00833898210727659,87,0,0.024982389604579,0.197918737061519,"inosine-5'-phosphate biosynthesis I","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Purine-Ribonuc-De-Novo-Biosynthesis","IMP-Biosynthesis","Biosynthesis",0.0190385373850168
"31","PWY.6147","Genotype","MUT",-0.0511731792585461,0.0217859643708866,87,0,0.0212056600556099,0.178389882529667,"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","6-HM-Dihydropterin-PP-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis",0.0511731792585461
"32","PWY.6282","Genotype","MUT",0.33102163162855,0.139953861234754,87,0,0.0203518022916545,0.175688184058116,"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Palmitoleate-Biosynthesis","Biosynthesis","Lipid-Biosynthesis",0.33102163162855
"33","PWY.6467","Genotype","MUT",-0.0611090016249534,0.0280852672139735,87,0,0.0324104635615359,0.215015758261897,"Kdo transfer to lipid IVA III (Chlamydia)","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0611090016249534
"34","PWY.6467","Genotype","MUT",-0.0611090016249534,0.0280852672139735,87,0,0.0324104635615359,0.215015758261897,"Kdo transfer to lipid IVA III (Chlamydia)","Biosynthesis","Cell-Structure-Biosynthesis","Lipopolysaccharide-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Lipopolysaccharide-Biosynthesis","Biosynthesis",0.0611090016249534
"35","PWY.6467","Genotype","MUT",-0.0611090016249534,0.0280852672139735,87,0,0.0324104635615359,0.215015758261897,"Kdo transfer to lipid IVA III (Chlamydia)","Biosynthesis","Lipid-Biosynthesis","KDO-Lipid-IV-Transfer","Biosynthesis","Lipid-Biosynthesis","KDO-Lipid-IV-Transfer","Biosynthesis",0.0611090016249534
"36","PWY.6507","Genotype","MUT",-0.0456230124512641,0.0203869548678708,87,0,0.0279093822555827,0.198317784686798,"4-deoxy-L-threo-hex-4-enopyranuronate degradation","Degradation","SECONDARY-METABOLITE-DEGRADATION","Sugar-Derivatives","Degradation","SECONDARY-METABOLITE-DEGRADATION","Sugar-Derivatives","Degradation",0.0456230124512641
"37","PWY.6519","Genotype","MUT",0.323545038055385,0.13621395172968,87,0,0.0198410585791963,0.175688184058116,"8-amino-7-oxononanoate biosynthesis I","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","BIOTIN-SYN","7-Keto-8-aminopelargonate-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis",0.323545038055385
"38","PWY.6703","Genotype","MUT",-0.0563729548776752,0.0249231040143417,87,0,0.0263191263396817,0.198317784686798,"preQ0 biosynthesis","Biosynthesis","SECONDARY-METABOLITE-BIOSYNTHESIS","Biosynthesis","SECONDARY-METABOLITE-BIOSYNTHESIS","Biosynthesis","SECONDARY-METABOLITE-BIOSYNTHESIS","Biosynthesis",0.0563729548776752
"39","PWY.6892","Genotype","MUT",-0.0586262808763073,0.0184723403557401,87,0,0.00211127125955334,0.0820379689426439,"thiazole biosynthesis I (E. coli)","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Thiamine-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis",0.0586262808763073
"40","PWY.6897","Genotype","MUT",-0.0627022319895429,0.019109326021884,87,0,0.00151268401468673,0.0726088327049633,"thiamin salvage II","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0627022319895429
"41","PWY.6897","Genotype","MUT",-0.0627022319895429,0.019109326021884,87,0,0.00151268401468673,0.0726088327049633,"thiamin salvage II","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Thiamine-Biosynthesis","Thiamin-Salvage","Biosynthesis","Cofactor-Biosynthesis",0.0627022319895429
"42","PWY.6901","Genotype","MUT",-0.0632334415414259,0.0267489607884245,87,0,0.020416691444948,0.175688184058116,"superpathway of glucose and xylose degradation","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0632334415414259
"43","PWY.6901","Genotype","MUT",-0.0632334415414259,0.0267489607884245,87,0,0.020416691444948,0.175688184058116,"superpathway of glucose and xylose degradation","Degradation","Carbohydrates-Degradation","Sugars-And-Polysaccharides-Degradation","Degradation","Carbohydrates-Degradation","Sugars-And-Polysaccharides-Degradation","Degradation",0.0632334415414259
"44","PWY.7323","Genotype","MUT",-0.0496111738057798,0.02084606845865,87,0,0.0196106083701063,0.175688184058116,"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Biosynthesis","Carbohydrates-Biosynthesis","CARBO-BIOSYNTHESIS","SUGAR-NUCLEOTIDES","GDP-Sugar-Biosynthesis","Biosynthesis","Carbohydrates-Biosynthesis",0.0496111738057798
"45","PWY.7323","Genotype","MUT",-0.0496111738057798,0.02084606845865,87,0,0.0196106083701063,0.175688184058116,"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Lipopolysaccharide-Biosynthesis","O-Antigen-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Lipopolysaccharide-Biosynthesis",0.0496111738057798
"46","PWY.7323","Genotype","MUT",-0.0496111738057798,0.02084606845865,87,0,0.0196106083701063,0.175688184058116,"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0496111738057798
"47","PWY.7539","Genotype","MUT",-0.0566805346058791,0.0197057981062697,87,0,0.00511168040008091,0.0970030513131634,"6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","6-HM-Dihydropterin-PP-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis",0.0566805346058791
"48","PWY.7663","Genotype","MUT",0.020017150259334,0.00942301768366888,87,0,0.0366220252679692,0.229011336772142,"gondoate biosynthesis (anaerobic)","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis",0.020017150259334
"49","PWY.7664","Genotype","MUT",0.330193846805594,0.139277287633317,87,0,0.0200685506281408,0.175688184058116,"oleate biosynthesis IV (anaerobic)","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Oleate-Biosynthesis","Biosynthesis","Lipid-Biosynthesis",0.330193846805594
"50","PWY0.862","Genotype","MUT",0.330768406898279,0.139708510597481,87,0,0.0202318047964413,0.175688184058116,"(5Z)-dodec-5-enoate biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis",0.330768406898279
"51","PWYG.321","Genotype","MUT",0.329654968226003,0.13913358373627,87,0,0.0201409633313205,0.175688184058116,"mycolate biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Biosynthesis",0.329654968226003
"52","PYRIDNUCSYN.PWY","Genotype","MUT",-0.0394729554138583,0.0158422934843468,87,0,0.014707170286884,0.175688184058116,"NAD biosynthesis I (from aspartate)","Biosynthesis","Cofactor-Biosynthesis","NAD-Metabolism","NAD-SYN","Biosynthesis","Cofactor-Biosynthesis","NAD-Metabolism",0.0394729554138583
"53","RIBOSYN2.PWY","Genotype","MUT",-0.044917349429251,0.0131442660809484,87,0,0.000982103555310168,0.0516107021904081,"flavin biosynthesis I (bacteria and plants)","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Flavin-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis",0.044917349429251
"54","THISYN.PWY","Genotype","MUT",-0.0560830039672476,0.0211777304959414,87,0,0.00968324606679371,0.141098728401851,"superpathway of thiamin diphosphate biosynthesis I","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Thiamine-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis",0.0560830039672476
"55","THISYN.PWY","Genotype","MUT",-0.0560830039672476,0.0211777304959414,87,0,0.00968324606679371,0.141098728401851,"superpathway of thiamin diphosphate biosynthesis I","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0560830039672476
