"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description","X1","X2","X3","X4","X5","X6","X7","coef_abs"
"26","PWY.7184","Genotype","MUT",-0.104434469431598,0.0526540711952908,89,0,0.057749419420087,0.157383955541662,"pyrimidine deoxyribonucleotides de novo biosynthesis I","Biosynthesis","Nucleotide-Biosynthesis","Deoxyribonucleotide-Biosynthesis","Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","Deoxyribonucleotide-Biosynthesis",0.104434469431598
"27","PWY.7184","Genotype","MUT",-0.104434469431598,0.0526540711952908,89,0,0.057749419420087,0.157383955541662,"pyrimidine deoxyribonucleotides de novo biosynthesis I","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters",0.104434469431598
"28","PWY.7187","Genotype","MUT",-0.0749649222273581,0.0422140002623693,89,0,0.0873285272630552,0.227734337438426,"pyrimidine deoxyribonucleotides de novo biosynthesis II","Biosynthesis","Nucleotide-Biosynthesis","Deoxyribonucleotide-Biosynthesis","Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","Deoxyribonucleotide-Biosynthesis",0.0749649222273581
"29","PWY.7187","Genotype","MUT",-0.0749649222273581,0.0422140002623693,89,0,0.0873285272630552,0.227734337438426,"pyrimidine deoxyribonucleotides de novo biosynthesis II","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis",0.0749649222273581
"30","PWY.7196","Genotype","MUT",-0.0880440292136281,0.0450517032110347,89,0,0.0612298670702958,0.16614471889552,"superpathway of pyrimidine ribonucleosides salvage","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-Nucleotide-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN",0.0880440292136281
"31","PWY.7196","Genotype","MUT",-0.0880440292136281,0.0450517032110347,89,0,0.0612298670702958,0.16614471889552,"superpathway of pyrimidine ribonucleosides salvage","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0880440292136281
"32","PWY.7197","Genotype","MUT",-0.101471812517431,0.0522470758482195,89,0,0.0627210584187611,0.169699833384094,"pyrimidine deoxyribonucleotide phosphorylation","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-Nucleotide-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN",0.101471812517431
"33","PWY.7197","Genotype","MUT",-0.101471812517431,0.0522470758482195,89,0,0.0627210584187611,0.169699833384094,"pyrimidine deoxyribonucleotide phosphorylation","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters","Metabolic-Clusters",0.101471812517431
"34","PWY.7200","Genotype","MUT",-0.0775580808714163,0.0417163538173096,89,0,0.0740657957847145,0.197825309254045,"superpathway of pyrimidine deoxyribonucleoside salvage","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-Nucleotide-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN",0.0775580808714163
"35","PWY.7200","Genotype","MUT",-0.0775580808714163,0.0417163538173096,89,0,0.0740657957847145,0.197825309254045,"superpathway of pyrimidine deoxyribonucleoside salvage","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0775580808714163
"36","PWY.7228","Genotype","MUT",-0.087643672271287,0.046809063933986,89,0,0.0721854050372799,0.193630378318884,"superpathway of guanosine nucleotides de novo biosynthesis I","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.087643672271287
"37","PWY.7228","Genotype","MUT",-0.087643672271287,0.046809063933986,89,0,0.0721854050372799,0.193630378318884,"superpathway of guanosine nucleotides de novo biosynthesis I","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN",0.087643672271287
"38","PWY.7234","Genotype","MUT",-0.119720506412233,0.0508083961727652,89,0,0.0261312382609635,0.0753785719066255,"inosine-5'-phosphate biosynthesis III","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Purine-Ribonuc-De-Novo-Biosynthesis","IMP-Biosynthesis","Biosynthesis",0.119720506412233
"39","PWY.7237","Genotype","MUT",0.213700053830097,0.100744264291177,89,0,0.0433125457561747,0.121210482526608,"myo-, chiro- and scillo-inositol degradation","Degradation","SECONDARY-METABOLITE-DEGRADATION","Sugar-Derivatives","SUGAR-ALCOHOLS-DEG","Degradation","SECONDARY-METABOLITE-DEGRADATION","Sugar-Derivatives",0.213700053830097
"40","PWY.7237","Genotype","MUT",0.213700053830097,0.100744264291177,89,0,0.0433125457561747,0.121210482526608,"myo-, chiro- and scillo-inositol degradation","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.213700053830097
"41","PWY.7377","Genotype","MUT",0.492577022342218,0.284017457076681,89,0,0.0945515180444766,0.243522110348068,"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)","Biosynthesis","Cofactor-Biosynthesis","Cobyrinate-diamide-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Cobyrinate-diamide-Biosynthesis","Biosynthesis",0.492577022342218
"42","PWY.841","Genotype","MUT",-0.070424164575095,0.0357110329920814,89,0,0.0591763949314243,0.160805421009305,"superpathway of purine nucleotides de novo biosynthesis I","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN",0.070424164575095
"43","PWY.841","Genotype","MUT",-0.070424164575095,0.0357110329920814,89,0,0.0591763949314243,0.160805421009305,"superpathway of purine nucleotides de novo biosynthesis I","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.070424164575095
"44","PWY0.162","Genotype","MUT",-0.0762451907595724,0.038481911682708,89,0,0.058029928945805,0.157918892269063,"superpathway of pyrimidine ribonucleotides de novo biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Pyrimid-Ribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis",0.0762451907595724
"45","PWY0.162","Genotype","MUT",-0.0762451907595724,0.038481911682708,89,0,0.058029928945805,0.157918892269063,"superpathway of pyrimidine ribonucleotides de novo biosynthesis","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0762451907595724
"46","PWY0.166","Genotype","MUT",-0.0750390349551482,0.0436080395774281,89,0,0.0970147221758556,0.248840771654896,"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","Biosynthesis","Nucleotide-Biosynthesis","Deoxyribonucleotide-Biosynthesis","Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","Deoxyribonucleotide-Biosynthesis",0.0750390349551482
"47","PWY0.166","Genotype","MUT",-0.0750390349551482,0.0436080395774281,89,0,0.0970147221758556,0.248840771654896,"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0750390349551482
"48","PWY0.166","Genotype","MUT",-0.0750390349551482,0.0436080395774281,89,0,0.0970147221758556,0.248840771654896,"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis",0.0750390349551482
