"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description"
"33","EC.1.2.1.8","Genotype","HET",0.496474559018903,0.245902511990071,90,0,0.0539109106532698,0.195677991095823,"Betaine-aldehyde dehydrogenase"
"34","EC.1.2.1.85","Genotype","HET",0.3856204283025,0.190904098311512,90,0,0.0538025917733092,0.195677991095823,"2-hydroxymuconate-6-semialdehyde dehydrogenase"
"35","EC.1.2.1.87","Genotype","HET",0.194836739998244,0.0947701652583665,90,0,0.0499630179437881,0.186194754797352,"Propanal dehydrogenase (CoA-propanoylating)"
"36","EC.1.2.1.88","Genotype","MUT",0.174022586352263,0.0843380733798316,90,0,0.0491920150599596,0.184329218135808,"L-glutamate gamma-semialdehyde dehydrogenase"
"37","EC.1.2.3.3","Genotype","HET",0.420440671558269,0.169496098735445,90,0,0.0199143451052059,0.0880343236995539,"Pyruvate oxidase"
"38","EC.1.2.4.1","Genotype","MUT",-0.221608945606964,0.114580531101497,90,0,0.0640562640443618,0.222345041194085,"Pyruvate dehydrogenase (acetyl-transferring)"
"39","EC.1.2.7.4","Genotype","MUT",0.210443992863231,0.10055006187452,90,0,0.0462599220401046,0.174875128937198,"Carbon-monoxide dehydrogenase (ferredoxin)"
"40","EC.1.21.4.2","Genotype","MUT",0.180836743437935,0.0586312419624336,90,0,0.00479152252586691,0.0263937065734622,"Glycine reductase"
"41","EC.1.3.1.1","Genotype","MUT",0.159260576370103,0.0757791949616111,90,0,0.0454252420868123,0.172445373027916,"Dihydrouracil dehydrogenase (NAD(+))"
"42","EC.1.3.1.10","Genotype","MUT",-0.1382368118216,0.0655640990486472,90,0,0.0447847732287648,0.170616597239279,"Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)"
"43","EC.1.3.1.22","Genotype","MUT",-0.111119953070749,0.0594385061142011,90,0,0.0728568053641327,0.242955021556708,"3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+))"
"44","EC.1.3.1.31","Genotype","MUT",0.256643498698051,0.112700169042606,90,0,0.031238358262371,0.129185930528915,"2-enoate reductase"
"45","EC.1.3.1.44","Genotype","MUT",0.320820968939312,0.121643784290154,90,0,0.0139158711676079,0.064861439402298,"Trans-2-enoyl-CoA reductase (NAD(+))"
"46","EC.1.3.1.85","Genotype","MUT",0.233939912086454,0.0864850368067392,90,0,0.0118916216165982,0.0565543400138218,"Crotonyl-CoA carboxylase/reductase"
"47","EC.1.3.1.9","Genotype","MUT",-0.0249159776576503,0.013102077249091,90,0,0.0683483878494604,0.231603070674642,"Enoyl-[acyl-carrier-protein] reductase (NADH)"
"48","EC.1.3.8.12","Genotype","MUT",0.236734844267024,0.0889758117640138,90,0,0.013184735305561,0.0618058079080168,"(2S)-methylsuccinyl-CoA dehydrogenase"
"49","EC.1.3.99.8","Genotype","HET",0.385620428302643,0.190904098313234,90,0,0.0538025917768625,0.195677991095823,"2-furoyl-CoA dehydrogenase"
"50","EC.1.4.1.4","Genotype","MUT",-0.0723999017602942,0.030433850096684,90,0,0.0249922203843336,0.107090813380749,"Glutamate dehydrogenase (NADP(+))"
"51","EC.1.5.1.38","Genotype","MUT",0.166419829232115,0.080269121430672,90,0,0.0481932423010127,0.181151480282639,"FMN reductase (NADPH)"
"52","EC.1.6.2.4","Genotype","HET",0.385767988532125,0.191032091192916,90,0,0.0538667827044131,0.195677991095823,"NADPH--hemoprotein reductase"
"53","EC.1.6.99.1","Genotype","MUT",-0.405685891953772,0.172111630324486,90,0,0.0262269612814762,0.111621510552797,"NADPH dehydrogenase"
"54","EC.1.8.1.2","Genotype","MUT",0.727612407900318,0.271525437158474,90,0,0.0126132783532164,0.0596052090868342,"Assimilatory sulfite reductase (NADPH)"
"55","EC.1.8.1.4","Genotype","HET",-0.0651530566537387,0.0256121684097106,90,0,0.0172515122613697,0.0782680922340565,"Dihydrolipoyl dehydrogenase"
"56","EC.1.8.4.8","Genotype","MUT",0.234321267363135,0.0805585708249962,90,0,0.00733712789059201,0.0373244441200514,"Phosphoadenylyl-sulfate reductase (thioredoxin)"
"57","EC.2.1.1.187","Genotype","HET",-0.138020593511636,0.0584648230087689,90,0,0.0260173398701598,0.11084470840516,"23S rRNA (guanine(745)-N(1))-methyltransferase"
"58","EC.2.1.1.187","Genotype","MUT",-0.147209466348945,0.0704247657501382,90,0,0.0465135228909691,0.175579426510442,"23S rRNA (guanine(745)-N(1))-methyltransferase"
"59","EC.2.1.1.193","Genotype","HET",-0.0368398919780342,0.0112400927557438,90,0,0.00297069825236094,0.0173604871105624,"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"60","EC.2.1.1.193","Genotype","MUT",-0.0428374513439016,0.0135394389069537,90,0,0.00393937134608845,0.0223003858899678,"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"61","EC.2.1.1.245","Genotype","MUT",0.307037279226978,0.124715127736928,90,0,0.0207672914137585,0.0914789681015318,"Co-methyltransferase"
"62","EC.2.1.1.246","Genotype","MUT",-0.269814708766769,0.130956004061365,90,0,0.0495036838964072,0.184832113747401,"methyltransferase"
"63","EC.2.1.1.258","Genotype","MUT",0.291675101092674,0.121191151522367,90,0,0.023495629962444,0.101905754556093,"Co-methyltransferase"
"64","EC.2.1.1.35","Genotype","MUT",-0.399284853648128,0.182064765994222,90,0,0.0374421827194366,0.150578689599307,"tRNA (uracil(54)-C(5))-methyltransferase"
"65","EC.2.1.2.2","Genotype","MUT",-0.0474352180421812,0.0144731143676008,90,0,0.0029712325128102,0.0173604871105624,"Phosphoribosylglycinamide formyltransferase"
"66","EC.2.1.2.2","Genotype","HET",-0.036723604685872,0.0120152060269479,90,0,0.0051297608060965,0.0280866421645712,"Phosphoribosylglycinamide formyltransferase"
"67","EC.2.1.2.3","Genotype","MUT",-0.0446368119961532,0.0137835174053162,90,0,0.00327492030989099,0.0188786808561722,"Phosphoribosylaminoimidazolecarboxamide formyltransferase"
"68","EC.2.1.2.3","Genotype","HET",-0.0344394940208625,0.0114427204259251,90,0,0.00574798717297187,0.0303445504655673,"Phosphoribosylaminoimidazolecarboxamide formyltransferase"
"69","EC.2.1.3.6","Genotype","MUT",0.484363576761895,0.201658853484359,90,0,0.0237500445803711,0.102736840120273,"Putrescine carbamoyltransferase"
"70","EC.2.3.1.117","Genotype","HET",-0.157198274079678,0.0821270222814344,90,0,0.0666766416941557,0.226972504809901,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
"71","EC.2.3.1.12","Genotype","MUT",-0.191292478642636,0.0973422201393828,90,0,0.0601648963905954,0.213236071263029,"Dihydrolipoyllysine-residue acetyltransferase"
"72","EC.2.3.1.169","Genotype","MUT",0.324105969491641,0.129022027142887,90,0,0.0185455346405375,0.0832615111743123,"CO-methylating acetyl-CoA synthase"
"73","EC.2.3.1.179","Genotype","HET",-0.035442276821271,0.0123864948484898,90,0,0.00821791961043586,0.0412155624852025,"Beta-ketoacyl-[acyl-carrier-protein] synthase II"
"74","EC.2.3.1.179","Genotype","MUT",-0.0484386463127254,0.0149203564344898,90,0,0.003209880394197,0.0185823224518977,"Beta-ketoacyl-[acyl-carrier-protein] synthase II"
"75","EC.2.3.1.180","Genotype","MUT",-0.0327071736068873,0.0172244939971954,90,0,0.068731499925925,0.232708472431319,"Beta-ketoacyl-[acyl-carrier-protein] synthase III"
"76","EC.2.3.1.180","Genotype","HET",-0.0333715635413738,0.0142993303880412,90,0,0.02760843452083,0.116530956852626,"Beta-ketoacyl-[acyl-carrier-protein] synthase III"
"77","EC.2.3.1.183","Genotype","MUT",-0.0837976309944624,0.0291752810154226,90,0,0.00800764917255566,0.0402597235596222,"Phosphinothricin acetyltransferase"
"78","EC.2.3.1.40","Genotype","MUT",0.542277001558812,0.200655977150953,90,0,0.0119600237057414,0.0567806116732236,"Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase"
"79","EC.2.3.1.46","Genotype","MUT",-0.0773906560458884,0.0326992334557882,90,0,0.0256750671410403,0.109614848232625,"Homoserine O-succinyltransferase"
"80","EC.2.3.1.8","Genotype","MUT",0.0182155574613143,0.00898739094378733,90,0,0.0530539647380653,0.194960211840689,"Phosphate acetyltransferase"
"81","EC.2.3.2.10","Genotype","HET",-0.282693645869298,0.134514380727564,90,0,0.045430290816034,0.172445373027916,"UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase"
"82","EC.2.3.2.16","Genotype","MUT",0.890982608614791,0.454509451152449,90,0,0.0607568648864072,0.214220325332246,"Lipid II:glycine glycyltransferase"
"83","EC.2.3.2.3","Genotype","MUT",-0.231886164087724,0.123184901972423,90,0,0.0710157475069974,0.238423351833704,"Lysyltransferase"
"84","EC.2.3.2.5","Genotype","MUT",0.517694472811283,0.240222394011414,90,0,0.0405946600603456,0.158210260865137,"Glutaminyl-peptide cyclotransferase"
"85","EC.2.4.1.21","Genotype","MUT",-0.0381157580207612,0.0145311186985439,90,0,0.0143847144787052,0.0667046283649709,"Starch synthase"
"86","EC.2.4.1.21","Genotype","HET",-0.0256008984883686,0.0120633597255255,90,0,0.0435082381111808,0.166852971284322,"Starch synthase"
"87","EC.2.4.1.315","Genotype","HET",-0.357971702050743,0.177407230496677,90,0,0.0540430127508774,0.195953831694228,"Diglucosyl diacylglycerol synthase (1,6-linking)"
"88","EC.2.4.1.52","Genotype","MUT",-0.309413880524382,0.138521996075738,90,0,0.0343223381662137,0.139749490393045,"Poly(glycerol-phosphate) alpha-glucosyltransferase"
"89","EC.2.4.2.1","Genotype","HET",-0.0487270671794595,0.017844574582315,90,0,0.0111981205886973,0.0537878017707243,"Purine-nucleoside phosphorylase"
"90","EC.2.4.2.2","Genotype","MUT",-0.108208482302019,0.0460176683403708,90,0,0.0265559172902392,0.11266981505921,"Pyrimidine-nucleoside phosphorylase"
"91","EC.2.4.2.2","Genotype","HET",-0.0952790802319988,0.0382026806356928,90,0,0.0193160458613904,0.0858724212750942,"Pyrimidine-nucleoside phosphorylase"
"92","EC.2.4.2.29","Genotype","MUT",-0.0480575459845646,0.0143552702032312,90,0,0.00249194349767948,0.0148025297011448,"tRNA-guanine(34) transglycosylase"
"93","EC.2.4.2.29","Genotype","HET",-0.0358810759079948,0.0119173748430015,90,0,0.00573276668214825,0.030312883943098,"tRNA-guanine(34) transglycosylase"
"94","EC.2.4.2.4","Genotype","HET",0.243819126557152,0.120804786224299,90,0,0.0539882990932196,0.195842255690703,"Thymidine phosphorylase"
"95","EC.2.4.2.52","Genotype","HET",0.171462905603031,0.0741261455185256,90,0,0.028887352880653,0.120807027895573,"Triphosphoribosyl-dephospho-CoA synthase"
"96","EC.2.4.99.17","Genotype","HET",-0.0352832965427175,0.0141301871014234,90,0,0.0191865887541843,0.0853897149125284,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"
"97","EC.2.4.99.17","Genotype","MUT",-0.053092269898174,0.017020749664702,90,0,0.00439747219817731,0.024553803809618,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"
"98","EC.2.5.1.101","Genotype","HET",-0.204944855265118,0.109254635275817,90,0,0.0719472808944834,0.240741802936188,"N,N'-diacetyllegionaminate synthase"
"99","EC.2.5.1.18","Genotype","MUT",0.23451376204952,0.0875674273107791,90,0,0.0126611621246966,0.0597969435219506,"Glutathione transferase"
"100","EC.2.5.1.21","Genotype","MUT",1.08029879873447,0.399276324528746,90,0,0.0118731124734649,0.056499162322829,"Squalene synthase"
"101","EC.2.5.1.32","Genotype","MUT",0.566324169120276,0.224944387337231,90,0,0.0183114870664521,0.0825557938607862,"15-cis-phytoene synthase"
"102","EC.2.5.1.47","Genotype","MUT",-0.0801017005269175,0.0267266954918162,90,0,0.00592750296733364,0.0311013305149386,"Cysteine synthase"
"103","EC.2.5.1.47","Genotype","HET",-0.0429938946479298,0.0221878128367822,90,0,0.0635896213022513,0.22144023084394,"Cysteine synthase"
"104","EC.2.5.1.57","Genotype","HET",0.543177208374307,0.178257924526699,90,0,0.00524739435038207,0.0285967260400569,"N-acylneuraminate-9-phosphate synthase"
"105","EC.2.5.1.7","Genotype","MUT",-0.0404041475805894,0.0155316761864956,90,0,0.0151203762148433,0.0697994793664889,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"106","EC.2.5.1.84","Genotype","MUT",-0.652904184519812,0.2151735391085,90,0,0.00541414865072065,0.0291821325679817,"All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)"
"107","EC.2.5.1.85","Genotype","MUT",-0.652904184519812,0.2151735391085,90,0,0.00541414865072065,0.0291821325679817,"specific)"
"108","EC.2.6.1.102","Genotype","MUT",-0.437775986969971,0.17810539878512,90,0,0.0209524063630427,0.0921950963150561,"GDP-perosamine synthase"
"109","EC.2.6.1.19","Genotype","MUT",-0.303684981026053,0.129971980146312,90,0,0.0274417531668531,0.115887217813556,"4-aminobutyrate--2-oxoglutarate transaminase"
"110","EC.2.6.1.2","Genotype","MUT",0.269127546660364,0.0967560256470382,90,0,0.00993426166186786,0.0484569233119136,"Alanine transaminase"
"111","EC.2.6.1.42","Genotype","HET",-0.0408321490263427,0.013493352565714,90,0,0.00552366365495931,0.0294547383947634,"Branched-chain-amino-acid transaminase"
"112","EC.2.6.1.42","Genotype","MUT",-0.0527257723074423,0.0162536401330063,90,0,0.0032302732084446,0.018660759071382,"Branched-chain-amino-acid transaminase"
"113","EC.2.6.1.52","Genotype","MUT",-0.0892130280192087,0.0350195461912195,90,0,0.017107003724176,0.0777418280354218,"Phosphoserine transaminase"
"114","EC.2.6.1.66","Genotype","MUT",0.308934816838469,0.0980315497602309,90,0,0.00406302703035498,0.0229527355720329,"Valine--pyruvate transaminase"
"115","EC.2.7.1.100","Genotype","HET",0.390989963751732,0.183824654045137,90,0,0.0430740752136736,0.165420626876925,"S-methyl-5-thioribose kinase"
"116","EC.2.7.1.12","Genotype","HET",0.311070149365438,0.146338271863245,90,0,0.0431902143756475,0.165788809757295,"Gluconokinase"
"117","EC.2.7.1.14","Genotype","MUT",0.427352970147454,0.182583400387903,90,0,0.0271986406251514,0.11497926631201,"Sedoheptulokinase"
"118","EC.2.7.1.148","Genotype","MUT",-0.0470938037259481,0.0142368195559691,90,0,0.0027537040990285,0.0162590848518963,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"
"119","EC.2.7.1.148","Genotype","HET",-0.0362537370172066,0.0118190401726098,90,0,0.00499398719758266,0.0273982664495145,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"
"120","EC.2.7.1.16","Genotype","MUT",-0.235227783356264,0.125001513123626,90,0,0.0711036789221708,0.238567716810237,"Ribulokinase"
"121","EC.2.7.1.170","Genotype","MUT",-0.181994383555237,0.0837757366972933,90,0,0.0391291107844127,0.153956770666905,"Anhydro-N-acetylmuramic acid kinase"
"122","EC.2.7.1.29","Genotype","MUT",-0.340033956390501,0.153237270763015,90,0,0.0354223635437291,0.143727645728028,"Glycerone kinase"
"123","EC.2.7.1.39","Genotype","MUT",-0.0904448118345463,0.036367941820977,90,0,0.0196285727903045,0.0869310911882462,"Homoserine kinase"
"124","EC.2.7.1.39","Genotype","HET",-0.0656151561879883,0.0301917267186998,90,0,0.0390557543509164,0.153767888404878,"Homoserine kinase"
"125","EC.2.7.1.48","Genotype","MUT",-0.0212295282234743,0.00776135292231573,90,0,0.0110766098143424,0.0532667068085367,"Uridine kinase"
"126","EC.2.7.1.49","Genotype","MUT",0.0761160614016531,0.0323046990143139,90,0,0.0262800873309461,0.111731348423669,"Hydroxymethylpyrimidine kinase"
"127","EC.2.7.1.49","Genotype","HET",0.0717701348525536,0.0268185274044693,90,0,0.012718864721214,0.0599655985126979,"Hydroxymethylpyrimidine kinase"
"128","EC.2.7.1.51","Genotype","MUT",0.192513055433453,0.0880988894176658,90,0,0.0380783019253731,0.152238763318451,"L-fuculokinase"
"129","EC.2.7.1.53","Genotype","MUT",-0.264003494849715,0.127890999963251,90,0,0.0491010745999419,0.184072772789883,"L-xylulokinase"
"130","EC.2.7.1.66","Genotype","MUT",-0.238837837146338,0.124544972241434,90,0,0.066198711635701,0.226098313645108,"Undecaprenol kinase"
"131","EC.2.7.1.76","Genotype","HET",0.426144172003645,0.172662777454017,90,0,0.0204813706652215,0.0903654865380324,"Deoxyadenosine kinase"
"132","EC.2.7.1.83","Genotype","MUT",-0.403714424462727,0.165051023266453,90,0,0.0215225420506144,0.094247534247337,"Pseudouridine kinase"
"133","EC.2.7.1.92","Genotype","MUT",0.251122888131799,0.127649805472943,90,0,0.0599063792442005,0.212596174497857,"5-dehydro-2-deoxygluconokinase"
"134","EC.2.7.2.11","Genotype","MUT",-0.0845331062213831,0.0321264097535335,90,0,0.0141140825921353,0.0657104129787519,"Glutamate 5-kinase"
"135","EC.2.7.4.1","Genotype","HET",0.0604022687722439,0.0283100872943831,90,0,0.0424776084248387,0.163899451375085,"Polyphosphate kinase"
"136","EC.2.7.4.1","Genotype","MUT",0.0644228507176496,0.0341013820528262,90,0,0.0700730778842105,0.236393400559315,"Polyphosphate kinase"
"137","EC.2.7.4.7","Genotype","HET",0.0717701348525536,0.0268185274044693,90,0,0.012718864721214,0.0599655985126979,"Phosphomethylpyrimidine kinase"
"138","EC.2.7.4.7","Genotype","MUT",0.0761160614016531,0.0323046990143139,90,0,0.0262800873309461,0.111731348423669,"Phosphomethylpyrimidine kinase"
"139","EC.2.7.7.1","Genotype","MUT",0.207033819167124,0.0989220949403272,90,0,0.0462628091711608,0.174875128937198,"Nicotinamide-nucleotide adenylyltransferase"
"140","EC.2.7.7.39","Genotype","HET",0.274360413488783,0.103281637155255,90,0,0.0133149968147768,0.062273684359562,"Glycerol-3-phosphate cytidylyltransferase"
"141","EC.2.7.7.39","Genotype","MUT",0.375462225335425,0.12440959757731,90,0,0.00563420318203449,0.0299077105963933,"Glycerol-3-phosphate cytidylyltransferase"
"142","EC.2.7.7.61","Genotype","HET",0.171203155612958,0.0741495812204962,90,0,0.0291560078811218,0.121557667924351,"Citrate lyase holo-[acyl-carrier protein] synthase"
"143","EC.2.7.7.63","Genotype","MUT",-0.0963233996885511,0.0480844830754042,90,0,0.0556815393667394,0.200473147896095,"Lipoate--protein ligase"
"144","EC.2.7.7.75","Genotype","HET",0.215502403511467,0.109087960121831,90,0,0.0589167212383269,0.210178272886836,"Molybdopterin adenylyltransferase"
"145","EC.2.7.7.82","Genotype","MUT",-0.265126175998482,0.120556460399281,90,0,0.0369579859842542,0.148997696082405,"CMP-N,N'-diacetyllegionaminic acid synthase"
"146","EC.2.8.3.1","Genotype","MUT",0.17231206934247,0.0903914749160906,90,0,0.0677235870638197,0.229676178350765,"Propionate CoA-transferase"
"147","EC.2.8.3.10","Genotype","HET",0.14556331382938,0.0692528058317726,90,0,0.0453993733931062,0.172445373027916,"Citrate CoA-transferase"
"148","EC.2.8.3.10","Genotype","MUT",0.186209965307474,0.0834196081891994,90,0,0.0344312428434309,0.140053489039913,"Citrate CoA-transferase"
"149","EC.2.8.3.16","Genotype","MUT",0.364331767246551,0.149798641834302,90,0,0.0222006838330342,0.0969058664643649,"Formyl-CoA transferase"
"150","EC.2.8.3.16","Genotype","HET",0.337916031691747,0.124358966458887,90,0,0.0115546767683589,0.0551764483159229,"Formyl-CoA transferase"
"151","EC.2.8.3.21","Genotype","MUT",-0.631698382137113,0.217632701711572,90,0,0.00744568281108454,0.0378061361853951,"L-carnitine CoA-transferase"
"152","EC.2.8.3.6","Genotype","HET",0.385656485133801,0.192278406125046,90,0,0.0553967601959822,0.199975948103766,"3-oxoadipate CoA-transferase"
"153","EC.2.9.1.1","Genotype","MUT",0.13597852201154,0.0485493159324775,90,0,0.00949031581658851,0.0465133513359461,"L-seryl-tRNA(Sec) selenium transferase"
"154","EC.3.1.1.15","Genotype","HET",0.3856204283025,0.190904098311512,90,0,0.0538025917733092,0.195677991095823,"L-arabinonolactonase"
"155","EC.3.1.1.22","Genotype","HET",0.396006952495496,0.193716365522231,90,0,0.0511782880691692,0.189514891989952,"Hydroxybutyrate-dimer hydrolase"
"156","EC.3.1.1.3","Genotype","HET",0.148197372379649,0.0798408109769604,90,0,0.0747986157833669,0.247813963996736,"Triacylglycerol lipase"
"157","EC.3.1.12.1","Genotype","MUT",0.10510914588586,0.0534434767504089,90,0,0.0599725735859582,0.212701273646065,"5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)"
"158","EC.3.1.12.1","Genotype","HET",0.102678912253215,0.0443673951330081,90,0,0.0288138670455393,0.120623046280712,"5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)"
"159","EC.3.1.13.5","Genotype","MUT",0.269157568701118,0.138462671501138,90,0,0.0628041838477141,0.219265140364619,"Ribonuclease D"
"160","EC.3.1.2.20","Genotype","MUT",-0.412008967512805,0.180277690955948,90,0,0.0306872520777035,0.127357545406197,"Acyl-CoA hydrolase"
"161","EC.3.1.2.26","Genotype","MUT",-0.755577936721527,0.248345495299123,90,0,0.0053078543603869,0.0288493346630996,"Bile-acid-CoA hydrolase"
"162","EC.3.1.2.28","Genotype","HET",0.192757233022854,0.0978450213185475,90,0,0.05957383121696,0.211738603003594,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
"163","EC.3.1.21.2","Genotype","HET",-0.0439844756324878,0.015667666842221,90,0,0.00934508713294794,0.0459391903530734,"Deoxyribonuclease IV"
"164","EC.3.1.21.2","Genotype","MUT",-0.0534859956917126,0.0188727462161157,90,0,0.00877104709672104,0.0435359012446469,"Deoxyribonuclease IV"
"165","EC.3.1.21.5","Genotype","MUT",-0.297395056358927,0.125061155405482,90,0,0.0250437338123226,0.107143170807949,"Type III site-specific deoxyribonuclease"
"166","EC.3.1.27.3","Genotype","HET",0.396006952495496,0.193716365522231,90,0,0.0511782880691692,0.189514891989952,"Ribonuclease T(1)"
"167","EC.3.1.3.1","Genotype","MUT",-0.166225048369367,0.0690123551209156,90,0,0.0233968893711417,0.1015852203057,"Alkaline phosphatase"
"168","EC.3.1.3.48","Genotype","HET",0.0539103551508548,0.0203462946287688,90,0,0.0135263342935763,0.0631898426735888,"Protein-tyrosine-phosphatase"
"169","EC.3.1.3.77","Genotype","MUT",0.21807058352661,0.116046902805887,90,0,0.0714767572962722,0.239524733586033,"Acireductone synthase"
"170","EC.3.1.3.89","Genotype","MUT",-0.182795889805813,0.0966488845952283,90,0,0.0697697425051418,0.235638519278307,"5'-deoxynucleotidase"
