"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description"
"12","P562.PWY","Genotype","MUT",0.298817238805516,0.131569408855005,90,0,0.0316511242350546,0.147079376741991,"myo-inositol degradation I"
"13","PPGPPMET.PWY","Genotype","MUT",-0.550876142121261,0.201831408883261,90,0,0.0112310034160744,0.0634879746372588,"ppGpp biosynthesis"
"14","PWY.1861","Genotype","MUT",0.129658620894679,0.0521609250940359,90,0,0.0196816249040631,0.103109149577018,"formaldehyde assimilation II (RuMP Cycle)"
"15","PWY.5178","Genotype","HET",0.335287007712654,0.168575206280403,90,0,0.0573264028262752,0.223080137287133,"toluene degradation IV (aerobic) (via catechol)"
"16","PWY.5419","Genotype","HET",0.38451843664901,0.191322290006023,90,0,0.0549366812289023,0.21619818330513,"catechol degradation to 2-oxopent-4-enoate II"
"17","PWY.5420","Genotype","HET",0.370055553771371,0.184263424654763,90,0,0.0551054068564989,0.216344616417519,"catechol degradation II (meta-cleavage pathway)"
"18","PWY.5430","Genotype","HET",0.348755034857434,0.17470104370267,90,0,0.0564736496979627,0.22118846131702,"meta cleavage pathway of aromatic compounds"
"19","PWY.5837","Genotype","MUT",0.725997089830299,0.254456289606251,90,0,0.00838098078784262,0.0486692316673877,"1,4-dihydroxy-2-naphthoate biosynthesis I"
"20","PWY.5838","Genotype","MUT",0.695604590803368,0.241735690389003,90,0,0.00790624622723103,0.0471223733470835,"superpathway of menaquinol-8 biosynthesis I"
"21","PWY.5840","Genotype","MUT",0.697759567223837,0.242673430907617,90,0,0.00794871022279257,0.0471684583124243,"superpathway of menaquinol-7 biosynthesis"
"22","PWY.5850","Genotype","HET",0.179246077419102,0.0924919346382504,90,0,0.0635590918723318,0.239320345395136,"superpathway of menaquinol-6 biosynthesis I"
"23","PWY.5860","Genotype","HET",0.179511463427178,0.0926353029957812,90,0,0.0635762862843005,0.239320345395136,"superpathway of demethylmenaquinol-6 biosynthesis I"
"24","PWY.5861","Genotype","MUT",0.710636248222979,0.24783817935777,90,0,0.00810147158238707,0.0474267642456467,"superpathway of demethylmenaquinol-8 biosynthesis"
"25","PWY.5863","Genotype","MUT",0.724870056125934,0.253906889072295,90,0,0.00834637197777105,0.0486692316673877,"superpathway of phylloquinol biosynthesis"
"26","PWY.5896","Genotype","HET",0.179246077419102,0.0924919346382504,90,0,0.0635590918723318,0.239320345395136,"superpathway of menaquinol-10 biosynthesis"
"27","PWY.5897","Genotype","MUT",0.702184886043339,0.244568578194,90,0,0.00802867375530627,0.0471684583124243,"superpathway of menaquinol-11 biosynthesis"
"28","PWY.5898","Genotype","MUT",0.702184886043339,0.244568578194,90,0,0.00802867375530627,0.0471684583124243,"superpathway of menaquinol-12 biosynthesis"
"29","PWY.5899","Genotype","MUT",0.702184886043339,0.244568578194,90,0,0.00802867375530627,0.0471684583124243,"superpathway of menaquinol-13 biosynthesis"
"30","PWY.5973","Genotype","MUT",-0.0368747843016644,0.0150670820656488,90,0,0.0214562299911856,0.110858146561918,"cis-vaccenate biosynthesis"
"31","PWY.5973","Genotype","HET",-0.0270653322952909,0.0125083026807941,90,0,0.0398509476641054,0.172082504583444,"cis-vaccenate biosynthesis"
"32","PWY.6121","Genotype","MUT",-0.0482419388307793,0.0173127060908389,90,0,0.00981761129069499,0.0560762867124766,"5-aminoimidazole ribonucleotide biosynthesis I"
"33","PWY.6121","Genotype","HET",-0.0341122712381668,0.014372561791613,90,0,0.0252981775223172,0.122398535365329,"5-aminoimidazole ribonucleotide biosynthesis I"
"34","PWY.6122","Genotype","MUT",-0.0484202216030634,0.0185047857053897,90,0,0.0145991040012346,0.079259161986901,"5-aminoimidazole ribonucleotide biosynthesis II"
"35","PWY.6122","Genotype","HET",-0.0335473817545252,0.0153621955225131,90,0,0.0381945332382962,0.169353119075464,"5-aminoimidazole ribonucleotide biosynthesis II"
"36","PWY.6123","Genotype","MUT",-0.0428301633094428,0.0147944508978053,90,0,0.00758219731110351,0.0453553257336919,"inosine-5'-phosphate biosynthesis I"
"37","PWY.6123","Genotype","HET",-0.0308831130078478,0.0122819713212949,90,0,0.0184412025694779,0.0978573491186811,"inosine-5'-phosphate biosynthesis I"
"38","PWY.6182","Genotype","HET",0.390645885536854,0.174262624808426,90,0,0.0337338732943343,0.153911912951666,"superpathway of salicylate degradation"
"39","PWY.6185","Genotype","HET",0.297051055589942,0.156082467435337,90,0,0.0681462518381061,0.249667225553863,"4-methylcatechol degradation (ortho cleavage)"
"40","PWY.6277","Genotype","MUT",-0.0484202216030634,0.0185047857053897,90,0,0.0145991040012346,0.079259161986901,"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"41","PWY.6277","Genotype","HET",-0.0335473817545252,0.0153621955225131,90,0,0.0381945332382962,0.169353119075464,"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"42","PWY.6728","Genotype","MUT",0.345310006158142,0.158956611153464,90,0,0.0391329204761935,0.171576969307639,"methylaspartate cycle"
"43","PWY.6749","Genotype","HET",-0.203387461720518,0.106822885163013,90,0,0.068037413741932,0.249667225553863,"CMP-legionaminate biosynthesis I"
"44","PWY.7094","Genotype","MUT",0.2652796395998,0.101373522542815,90,0,0.0145916671509364,0.079259161986901,"fatty acid salvage"
"45","PWY.7200","Genotype","MUT",-0.0869414218046527,0.0454904715953154,90,0,0.0670623897649551,0.249023998111402,"superpathway of pyrimidine deoxyribonucleoside salvage"
"46","PWY.7234","Genotype","MUT",-0.108868354305267,0.0511993868368385,90,0,0.0431295576224608,0.179615499465691,"inosine-5'-phosphate biosynthesis III"
"47","PWY.7295","Genotype","HET",0.387198366134252,0.192374175616654,90,0,0.0546066887865758,0.215414875429058,"L-arabinose degradation IV"
"48","PWY.7663","Genotype","MUT",-0.0314524387805328,0.0147242794893912,90,0,0.0422545354079126,0.176866948463146,"gondoate biosynthesis (anaerobic)"
"49","PWY.7663","Genotype","HET",-0.023565570313909,0.0122237168290079,90,0,0.0648629626408453,0.242914214981803,"gondoate biosynthesis (anaerobic)"
"50","PWY0.1061","Genotype","MUT",0.290236685231292,0.0916977520677971,90,0,0.00392728894985332,0.0258799722581851,"superpathway of L-alanine biosynthesis"
"51","PWY0.1261","Genotype","MUT",-0.145957070134373,0.0658915919692804,90,0,0.0357194808049978,0.160982317600606,"anhydromuropeptides recycling"
"52","PWY0.1296","Genotype","HET",-0.0417934771899149,0.0189021889237531,90,0,0.0360324598232605,0.161949170517113,"purine ribonucleosides degradation"
"53","RUMP.PWY","Genotype","MUT",0.116897501590698,0.0454310913595893,90,0,0.0161364641256267,0.0870310933988721,"formaldehyde oxidation I"
"54","SO4ASSIM.PWY","Genotype","MUT",0.14235074821087,0.072841964589152,90,0,0.061507669997138,0.235851088916765,"sulfate reduction I (assimilatory)"
"55","TCA.GLYOX.BYPASS","Genotype","MUT",0.513736047688119,0.253893302759953,90,0,0.0534213049958558,0.212265813328944,"superpathway of glyoxylate bypass and TCA"
"56","THRESYN.PWY","Genotype","HET",-0.0194651668056368,0.00641306462034656,90,0,0.00540199736333469,0.0336601729647181,"superpathway of L-threonine biosynthesis"
