"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description","X1","X2","X3","X4","X5","X6","X7","coef_abs"
"11","P23.PWY","Genotype","MUT",-0.169615933685107,0.0899197072449371,89,0,0.0709256743163268,0.186317704033045,"reductive TCA cycle I","Degradation","C1-COMPOUNDS","CO2-Fixation","Autotrophic-CO2-Fixation","Reductive-TCA-Cycles","Degradation","C1-COMPOUNDS",0.169615933685107
"12","PWY.5181","Genotype","MUT",0.0433248715945172,0.0187725442067518,89,0,0.0297870519894399,0.088187067787714,"toluene degradation III (aerobic) (via p-cresol)","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","TOLUENE-DEG","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","TOLUENE-DEG","Degradation",0.0433248715945172
"13","PWY.5181","Genotype","MUT",0.0433248715945172,0.0187725442067518,89,0,0.0297870519894399,0.088187067787714,"toluene degradation III (aerobic) (via p-cresol)","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0433248715945172
"14","PWY.5347","Genotype","MUT",-0.0877745347962324,0.0477257053788908,89,0,0.0778023947719038,0.199978778957441,"superpathway of L-methionine biosynthesis (transsulfuration)","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0877745347962324
"15","PWY.5347","Genotype","MUT",-0.0877745347962324,0.0477257053788908,89,0,0.0778023947719038,0.199978778957441,"superpathway of L-methionine biosynthesis (transsulfuration)","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","METHIONINE-SYN","Methionine-De-novo-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",0.0877745347962324
"16","PWY.6185","Genotype","MUT",0.0436268480383273,0.0206767584780803,89,0,0.0452096929774955,0.127340635219946,"4-methylcatechol degradation (ortho cleavage)","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Degradation",0.0436268480383273
"17","PWY.6338","Genotype","MUT",0.0715533686158569,0.019336190142653,89,0,0.000388341156425802,0.00240842772242057,"superpathway of vanillin and vanillate degradation","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Vanillin-Degradation","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Vanillin-Degradation","Degradation",0.0715533686158569
"18","PWY.6338","Genotype","MUT",0.0715533686158569,0.019336190142653,89,0,0.000388341156425802,0.00240842772242057,"superpathway of vanillin and vanillate degradation","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0715533686158569
"19","PWY.6339","Genotype","MUT",0.0542396035963471,0.0171068665448963,89,0,0.00403004073178994,0.0173891970299362,"syringate degradation","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways","Super-Pathways",0.0542396035963471
"20","PWY.6339","Genotype","MUT",0.0542396035963471,0.0171068665448963,89,0,0.00403004073178994,0.0173891970299362,"syringate degradation","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Degradation",0.0542396035963471
"21","PWY.6944","Genotype","MUT",0.0520693100691285,0.0156919612140616,89,0,0.00283352320379564,0.0134261333114429,"androstenedione degradation","Degradation","Steroids-Degradation","Degradation","Steroids-Degradation","Degradation","Steroids-Degradation","Degradation",0.0520693100691285
"22","PWY.7097","Genotype","MUT",0.0715533686158569,0.019336190142653,89,0,0.000388341156425802,0.00240842772242057,"vanillin and vanillate degradation I","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Vanillin-Degradation","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Vanillin-Degradation","Degradation",0.0715533686158569
"23","PWY.7098","Genotype","MUT",0.0709014388664058,0.0189949382912541,89,0,0.00034831990742552,0.00221383685695471,"vanillin and vanillate degradation II","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Vanillin-Degradation","Degradation","AROMATIC-COMPOUNDS-DEGRADATION","Vanillin-Degradation","Degradation",0.0709014388664058
"24","PWY.7254","Genotype","MUT",0.113794978142495,0.0452015464873237,89,0,0.0186306050163393,0.0581274876509785,"TCA cycle VII (acetate-producers)","Energy-Metabolism","TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS","Energy-Metabolism",0.113794978142495
